smiles, karl_weight
[*]C1=C([*])C2([*])C([*])C([*])C1([*])C2([*])[*],42
[*]C1=CN([*])C=C([*])C1[*],37
[*]N1C(=[*])CC([*])([*])NC1=[*],38
[*]C1=CC([*])=C([*])CO1,38
[*]C1([*])CCC(=[*])C(=[*])C1=[*],36
[*]C1=NC([*])C(=[*])O1,33
[*]C1=CC(=[*])C=CO1,38
[*]c1nc([*])c([*])c([*])c1[*],37
[*]C1CC[NH+]([*])C([*])C1[*],37
[*]C1=C([*])C(=[*])C(=[*])NC1=[*],37
[*]CN([*])[*],13
[*]C1CC(=[*])N([*])C([*])N1,38
[*]C1[NH2+]C([*])([*])C([*])C1[*],31
[*]N1CCOC(=[*])C1=[*],39
[*]C1=CC(=[*])C=C([*])C1([*])[*],36
[*]C1CC2([*])C([*])C3C1C2([*])CCC([*])C3([*])[*],66
[*][N+](=[*])C=[*],13
[*]C1CCC([*])([*])C([*])([*])C1=[*],36
[*]C1=C([*])C([*])CCC1=[*],36
[*]c1sc([*])c([*])[s+]1,50
[*]C1=CN([*])C(=[*])N([*])C1=[*],38
[*]=c1cnsc1=[*],41
[*]C1=COC(=[*])C=C1,38
[*]C1CCOC(=[*])C1[*],38
[*]C1=NNC(=[*])C([*])N1[*],39
[*]C1CC(=[*])NC(=[*])C(=[*])N1,44
[*]C1=CCC([*])S1,40
[*]C1CCC(=[*])C([*])C1,36
[*]N([*])P([*])[*],22
[*]C1CNC([*])SC1,47
[*][NH+]1CCCC(=[*])C1=[*],37
[*]C1CSCCC(=[*])N1,53
[*]C1=[N+]([*])CC([*])C1,31
[*]C1C[NH+]([*])CCC1=[*],37
[*]c1sc([*])[n+]([*])c1[*],41
[*]C1=CC(=[*])C(=[*])SC(=[*])C1=[*],52
[*]C1([*])COC(=[*])C1=[*],32
[*]C1CCC(=[*])CC1([*])[*],36
[*]c1cn[nH]c1[*],32
[*]C1C(=[*])C(=[*])CCC1([*])[*],36
[*]C1=C([*])CC2CCC(C1)N2[*],55
[*]C1=NC(=[*])C(=[*])SC(=[*])C1=[*],53
[*]C1=NC([*])C([*])=[NH+]C1,38
[*]c1cc([*])c([*])cc1[*],36
[*]N1CCSC1,41
[*]C1([*])CNC1,25
[*]N1C[NH+]([*])CSC1=[*],48
[*]C1CC2CC(=[*])C1C2,42
[*]N1CCC2CCC(C1)N2[*],56
[*]C1=CC([*])C([*])([*])C1[*],30
[*]C([*])C,12
[*]C1CC(=[*])NN1,32
[*]C1=[N+]([*])CCCN1,38
[*]C1CC(=[*])CCO1,38
[*]C1CC([*])C([*])C([*])[NH2+]1,37
[*]C1CC(=[*])C(=[*])C([*])C1,36
[*]C1=[NH+]C([*])C(=[*])N1,32
[*]N1C(=[*])CCNC1=[*],38
[*]C1=NC([*])C([*])=C([*])N1,38
[*]c1cncnc1[*],38
[*]C1([*])CCS(=[*])(=[*])C1,40
[*]C1=NC([*])([*])CC(=[*])C1=[*],37
[*]C1C(=[*])CCCN1[*],37
[*]C1=NC(=[*])C(=[*])OC(=[*])C1=[*],45
[*]C1CC(=[*])C(=[*])CN1[*],37
[*]C1=C([*])C([*])N=C1,31
[*]P([*])(=[*])[S-],31
[*]C1CCCCN1[*],37
[*]C1=NC(=[*])C([*])C1[*],31
[*]C1=C([*])N([*])C(=[*])N1[*],32
[*]C1=CN([*])N([*])C(=[*])C1=[*],38
[*]C1=C([*])N([*])C([*])([*])CC1[*],37
[*]C1=[N+]([*])C([*])C([*])([*])N1[*],32
[*]C1CC2([*])CCC1C2([*])[*],42
[*]C1=CNC(=[*])C(=[*])C1=[*],37
[*]C1SCCCS1,56
[*]C1CCOCC1[*],38
[*]C1([*])CSC(=[*])N1,41
[*]C1N=NC([*])S1,42
[*]c1nc([*])c([*])c([*])[nH+]1,38
[*]N1CCC[NH+]([*])CC1,44
[*]C1=CC(=[*])C([*])C=C1,36
[*]C1=CC([*])N([*])C([*])=N1,38
[*]C1=C([*])C2C(=[*])C(=[*])C([*])(C1)N([*])C2[*],55
[*]C([*])N=[*],13
[*]C1CC([*])([*])OC(=[*])C1=[*],38
[*][N+](=[*])O,15
[*]C1C=CC(=[*])NC1=[*],37
[*]N1C(=[*])C([*])([*])OC1([*])[*],33
[*]C1([*])CCCOCC1,44
[*]C1=NN([*])[N-]N1,34
[*]N1C(=[*])C(=[*])[N+](=[*])C(=[*])C1=[*],38
[*]C1C[N+]2([*])CCC1CC2,49
[*]C12CN3CC([*])(CN(C1)C(=[*])C(=[*])C(=[*])C3=[*])C2=[*],80
[*]N1CCCOCC1,45
[*]C1=C([*])C(=[*])C([*])C1,30
[*]=C1COC(=[*])C1=[*],32
[*]N1CCN([*])C1=[*],32
[*]c1nc([*])c([*])c([*])n1,38
[*]n1nccn1,33
[*]c1cccnn1,38
[*]C1NN([*])C(=[*])S1,42
[*]C1CCC(=[*])C(=[*])C1,36
[*]N1C=CNC1=[*],32
[*]C1CN([*])C([*])[NH+]1[*],32
[*]C1=CC([*])([*])C([*])=C([*])N1[*],37
[*]C1CCCC([*])C1([*])[*],36
[*]N1NCC(=[*])C(=[*])C1=[*],38
[*]C1=NC(=[*])C(=[*])N([*])N1,39
[*]c1ncc[n-]1,32
[*]C1C[NH2+]C([*])([*])CN1[*],38
[*]C1=CC(=[*])C=CC1([*])[*],36
[*]C1=CN([*])C([*])C1=[*],31
[*]C1=CC([*])C([*])C([*])([*])C([*])C1,42
[*]=C1NCCCS(=[*])C1=[*],53
[*]=C1CCC(=[*])C(=[*])C(=[*])C1=[*],42
[*]C1=CSC([*])N1[*],41
[*]C1CC2CCC(C1)[N+]2([*])[*],49
[*]C1=CNC=C([*])C1[*],37
[*]C1([*])C[N+]2([*])CCC1CC2,49
[*]C1=NNC([*])C(=[*])N1[*],39
[*]C1N([*])C(=[*])C(=[*])N1[*],32
[*]N1C(=[*])C2CCC([*])(C1=[*])C2([*])[*],49
[*]N1C(=[*])CNC(=[*])C(=[*])C1=[*],44
[*]c1cnc(=[*])c(=[*])c1,37
[*]C1=C([*])OCCC1,38
[*]C1=C([*])C([*])CS1,40
[*]C1=CC([*])NN1,32
[*]N1CC(=[*])NC(=[*])C1,38
[*]N1C(=[*])C[NH+]([*])CC(=[*])N1[*],45
[*]C1CCC2([*])OOC1([*])C([*])O2,60
[*]C1=CC=NC(=[*])N1[*],38
[*]C1=C([*])SC(=[*])N1,41
[*]C1=C([*])N([*])C(=[*])CN([*])C1=[*],44
[*]C1CC(=[*])N([*])C1[*],31
[*]C1CSCCN1[*],47
[*]c1ncno1,34
[*]C1=CC(=[*])C([*])([*])N1[*],31
[*]C1=CC=CC(=[*])N1,37
[*]N1C(=[*])C(=[*])CC([*])([*])C1=[*],37
[*]C1=C([*])C([*])CC([*])([*])CC1,42
[*]C1=[N+]([*])C(=[*])SC1,41
[*]c1cncc([*])c1,37
[*]=C1CCCCCC1=[*],42
[*]C1=CC([*])C2([*])COC([*])C1C2[*],56
[*]N1C=CN([*])C(=[*])C1=[*],38
[*]=C1C=CCC1=[*],30
[*]C1CC[NH2+]CCN1[*],44
[*]C1=C([*])OC(=[*])C(=[*])N1,39
[*]C1=CC([*])C([*])C([*])([*])C1=[*],36
[*]C1=C([*])OC(=[*])C=C1,38
[*]c1c[nH]nn1,33
[*]C1CCCCC(=[*])CCC1,54
[*]C1=C([*])C(=[*])C(=[*])C([*])C([*])C([*])C1,48
[*]=C1CCCC(=[*])C1,36
[*]=C1CC(=[*])C(=[*])OC1=[*],38
[*]C1C[NH2+]CC([*])N1[*],38
[*]C1=[NH+]C([*])=C([*])C(=[*])O1,39
[*]C1C[NH2+]C([*])CCN([*])C1,50
[*]c1c[n+]([*])c([*])c([*])n1,38
[*]C1=CC([*])=NCCN1,44
[*]N1CCOCC1=[*],39
[*]C1([*])C(=[*])NC(=[*])C1=[*],31
[*][NH+]1C([*])([*])CCC1([*])[*],31
[*]=C1NC(=[*])C(=[*])OC1=[*],39
[*]C1=C([*])C(=[*])CC([*])([*])O1,38
[*]n1cncn1,33
[*]N1C(=[*])CCC(=[*])NC1=[*],44
[*]C1=C([*])C(=[*])NCC=C1,43
[*]C1=CSC(=[*])N1[*],41
[*]c1ccnc([*])c1[*],37
[*]C1=CN([*])C(=[*])C([*])=C1[*],37
[*]C1=NC(=[*])C([*])O1,33
[*]=C1NC(=[*])C(=[*])O1,33
[*]SN=[*],23
[*]C1=C([*])C([*])[NH+]([*])C([*])C1,37
[*]C1CC(=[*])N([*])C(=[*])C(=[*])N1[*],44
[*]N1CCOC([*])([*])C1,39
[*]c1ccco1,32
[*]c1[nH+]ncc(=[*])c1=[*],38
[*]C1NC(=[*])CC1([*])[*],31
[*]C1([*])CC(=[*])C(=[*])C1=[*],30
[*]N1CCSC(=[*])N1[*],48
[*]C1CC[NH2+]CC1,37
[*]SS([*])(=[*])=[*],32
[*]C1=C([*])CS(=[*])C1,40
[*]C1([*])COP([*])(=[*])OC1,49
[*]C1CC(=[*])C(=[*])N1[*],31
[*]S(=[*])C([*])([*])[*],22
[*]C1=C([*])C([*])([*])NC(=[*])N1[*],38
[*]C1C(=[*])C(=[*])OC(=[*])C1([*])[*],38
[*]C1=NC(=[*])C(=[*])P1([*])=[*],40
[*]C1NC(=[*])C(=[*])O1,33
[*]C1=CNC(=[*])NC1=[*],38
[*]C1CCC([*])([*])OC1[*],38
[*]C1([*])CCC([*])([*])C([*])([*])C1,36
[*]C1CC2C(=[*])C(=[*])C1C(=[*])C2=[*],48
[*]C1=NN([*])C([*])C1,32
[*]C1CC([*])C(=[*])C(=[*])C1=[*],36
[*]C1=N[N+]([*])=C([*])C1=[*],32
[*]C1C([*])C([*])C([*])([*])C([*])C1[*],36
[*]N1CCOC(=[*])C1([*])[*],39
[*]c1ncnc([*])n1,39
[*]=C1NC=CS1,41
[*]C1COC(=[*])C(=[*])NC1=[*],45
[*]C1=NNC(=[*])N1[*],33
[*]C1=NC([*])([*])C([*])([*])C1([*])[*],31
[*]C1=NC([*])=C([*])C(=[*])S1,47
[*]c1c([*])c(=[*])oc1=[*],32
[*]c1c([*])n([*])c(=[*])c1=[*],31
[*]C1=[NH+]C([*])([*])C([*])([*])C1([*])[*],31
[*]c1cc([*])c([*])[n+]([*])c1[*],37
[*]c1csc([*])n1,41
[*]N1C(=[*])C(=[*])CCC(=[*])C1=[*],43
[*]=C1CCCOC1=[*],38
[*]C1=CC(=[*])C([*])=C1[*],30
[*]C1C=CC([*])([*])C([*])C1,36
[*]C(=[*])I,59
[*]C1CS(=[*])C([*])C([*])[NH2+]1,47
[*]C1=NC(=[*])NC([*])=N1,39
[*]C1CC2CCC1C2,42
[*]N1CCC([*])([*])C1,31
[*]C1=CN([*])N=C([*])C1=[*],38
[*]C1CN([*])CCC1=[*],37
[*]C1=CC=CCC1[*],36
[*]C1=NC([*])C([*])N1[*],32
[*]N1CC2CC1C(=[*])N2[*],44
[*]c1sc(=[*])c(=[*])c1[*],40
[*]C1=CCSC([*])N1[*],47
[*]C1OC(=[*])N([*])C1=[*],33
[*]C1CC([*])([*])CC(=[*])C1[*],36
[*]OC=[*],14
[*]C1CC2CCC1([*])C2,42
[*]N1CCOCS1(=[*])=[*],49
[*]N1CN=NC(=[*])C1=[*],39
[*]C1CCC(=[*])C1([*])[*],30
[*]C1([*])C(=[*])NC(=[*])NC1=[*],38
[*]N1C(=[*])C(=[*])NC(=[*])C1([*])[*],38
[*]C1=[NH+]C([*])([*])CC([*])([*])N1,38
[*]c1noc([*])n1,34
[*]C([*])=[OH+],14
[*][S+]([*])C,22
[*]C1NCC([*])S(=[*])C1[*],47
[*]=C1CCCC(=[*])C1=[*],36
[*]C1SC(=[*])SC1[*],50
[*][NH+]1CC([*])([*])C1,25
[*][NH+]1CCCCC(=[*])C1=[*],43
[*]C1=NC([*])([*])N([*])C(=[*])N1[*],39
[*]n1c(=[*])ccc1=[*],31
[*]C1OCC([*])([*])CO1,40
[*]C1C([*])[NH+]([*])C([*])([*])C1[*],31
[*]C1=C([*])N([*])C([*])([*])C([*])C1,37
[*]C1=C([*])OC([*])CN([*])C1,45
[*]=C1CCCSC1,46
[*]C1CCC([*])([*])CC1=[*],36
[*]N1CC([*])([*])NCC(=[*])C1=[*],44
[*]C1CC[N+]([*])([*])CC1,37
[*]N1C(=[*])CSCC1([*])[*],47
[*]N1CCC[NH2+]CC1,44
[*]C1=NN([*])C([*])NN1[*],40
[*]C1=CN=C([*])C1=[*],31
[*]C1C(=[*])C2CCC1C2,42
[*]N1CC[NH+]([*])CC1,38
[*]C1=CC=CC([*])([*])C1,36
[*]C1=COC(=[*])C(=[*])C1=[*],38
[*]C1C2C=CC(C2)C1[*],42
[*]N1CCN([*])C(=[*])C1=[*],38
[*]C1=NCC(=[*])N1,32
[*]C1OC(=[*])NC1=[*],33
[*]C1=C([*])C([*])([*])[NH2+]C([*])([*])C1,37
[*]c1[nH]c(=[*])c(=[*])[nH+]1,32
[*]C1=[NH+]C(=[*])[NH+]=C1[*],32
[*]C1=[N+]([*])CCN1,32
[*]C1CC(=[*])C(=[*])[N+]1([*])[*],31
[*]C1=CC=CCC(=[*])C1=[*],42
[*]c1c[nH+]cc([*])c1[*],37
[*]C1CC(=[*])OC1=[*],32
[*]C1=CC(=[*])C([*])=N1,31
[*]C1NC=CC=[NH+]C1[*],44
[*]C1OC([*])C([*])C([*])O1,40
[*]C1=C([*])NC([*])N1,32
[*]C1CCN([*])CCC([*])[NH2+]1,50
[*]N1CCN([*])CC1,38
[*]C1=NC=CC1,31
[*]C1NC([*])([*])CO1,33
[*]C1=C([*])N([*])C([*])N([*])C1=[*],38
[*]C1=NNC([*])([*])C1,32
[*]C1NC1[*],19
[*]C1OC([*])C([*])C1[*],32
[*]N1N([*])N([*])N1[*],28
[*]N1CSCC1=[*],41
[*]S(=[*])(=[*])[NH+]=[*],23
[*]C1CCC(=[*])C[NH+]1[*],37
[*]C1=C([*])SCO1,42
[*]C1[NH2+]C([*])([*])COC1[*],39
[*]C1CC(=[*])C(=[*])C1=[*],30
[*]C1SC(=[*])N([*])C1([*])[*],41
[*]C1=NC(=[*])CC([*])=C1[*],37
[*]C1CCN([*])CC1,37
[*]C1CCC([*])([*])C([*])C1([*])[*],36
[*]C1=CNC(=[*])N1[*],32
[*]C1=CC(=[*])C([*])=N1,31
[*]C1=CC([*])CC([*])=C1[*],36
[*]N[NH+]([*])[*],14
[*]C1=NC([*])SC1[*],41
[*]=C1CCS(=[*])(=[*])CC1=[*],46
[*]C1=NC(=[*])CC(=[*])N1,38
[*]N1CC([*])([*])SC1([*])[*],41
[*]C1=[NH+]C([*])CS1,41
[*]C1=C([*])C([*])([*])C([*])=C([*])N1,37
[*]C1=C([*])C(=[*])C([*])CC1,36
[*]C1CC([*])([*])C([*])([*])C([*])C1[*],36
[*]C1([*])NC(=[*])C(=[*])C(=[*])N1,38
[*]C1=C([*])C([*])CCO1,38
[*]C1=CN([*])C(=[*])O1,33
[*]N1C(=[*])C(=[*])C(=[*])P1([*])=[*],40
[*][N-]N([*])[*],14
[*]C1CC([*])([*])CCC(=[*])C1=[*],42
[*]C1C([*])C([*])([*])NC1([*])[*],31
[*]OF,17
[*]C1C(=[*])NC([*])([*])C(=[*])N1[*],38
[*]N1CC(=[*])NC(=[*])C1([*])[*],38
[*]c1ncc([*])c([*])n1,38
[*]C1=C([*])C([*])N([*])C(=[*])C1[*],37
[*]C1CCOCO1,40
[*]NC#[*],13
[*]N([*])[N+]([*])=[*],14
[*]C1=[NH+]C(=[*])C([*])C([*])C1[*],37
[*]C1=CC(=[*])NN=C1[*],38
[*]C1=CC([*])[NH+]=C1[*],31
[*]n1nnc(=[*])c1=[*],33
[*]C1CC([*])([*])CCC1([*])[*],36
[*]C1CC2CCC1O2,44
[*]C1=[N+]([*])CCCCC1,43
[*]C1COC([*])([*])OC1[*],40
[*]C1=NC[NH+]([*])CC1=[*],38
[*]c1cncc([*])n1,38
[*]C1CCN([*])C(=[*])C(=[*])N1[*],44
[*]c1nc([*])c(=[*])c(=[*])c1[*],37
[*]C1C(=[*])C(=[*])C(=[*])C1[*],30
[*]C1C=CC(=[*])C([*])([*])C1=[*],36
[*]c1c[o+]c([*])c([*])c1[*],38
[*]C1CCC[N+]1([*])[*],31
[*]C1CC(=[*])OC(=[*])C1[*],38
[*]C1=C([*])N([*])CCO1,39
[*]C1([*])C(=[*])C(=[*])C(=[*])C1=[*],30
[*][N+](=[*])N=[*],14
[*]c1nnnc([*])c1[*],39
[*]C1NC(=[*])C(=[*])C(=[*])NC1=[*],44
[*]c1ccc([*])n1[*],31
[*]N1C(=[*])CC(=[*])C1=[*],31
[*]C12CCC(C1)C([*])([*])C2=[*],42
[*]C1C2CCC(C2)C([*])([*])C1[*],48
[*]c1ccnc([*])[n+]1[*],38
[*]C1CNCCN1[*],38
[*]C1=NC=CC(=[*])N1[*],38
[*]C1=C([*])C([*])CCS1,46
[*]CC([*])=[*],12
[*]=C1NCCCCCN1,50
[*]C1=NC(=[*])C(=[*])SC([*])C1[*],53
[*]C1CN([*])CC(=[*])C(=[*])O1,45
[*]C1=NC([*])([*])[NH2+]C([*])C1,38
[*]N1C(=[*])NC2CC1([*])OC(=[*])C2=[*],58
[*]C1NC(=[*])NC(=[*])C1([*])[*],38
[*]C1CC(=[*])C([*])C([*])([*])C1[*],36
[*]C1=CC(=[*])OC([*])C1[*],38
[*]c1ccc([*])nc1,37
[*]C([*])([*])F,15
[*]C1CCN([*])C(=[*])C(=[*])O1,45
[*]C1([*])CC2CCC1O2,44
[*]C1CCC[NH2+]CC1,43
[*]C1=NN=CN([*])C1=[*],39
[*]C1=CC(=[*])NC(=[*])N1,38
[*]=C1CCC(=[*])C(=[*])O1,38
[*]C1=CC(=[*])N([*])C1,31
[*]C1([*])CC[NH2+]CC1,37
[*]C1C=CC(=[*])CO1,38
[*]C1=CC(=[*])[N+]([*])=C([*])S1,47
[*]C1CC(=[*])N([*])C(=[*])C1=[*],37
[*]N1CC(=[*])C(=[*])C(=[*])C1=[*],37
[*]C1=C([*])C(=[*])S(=[*])(=[*])C1,40
[*]C1=NC([*])=C([*])N([*])C1=[*],38
[*]C1C([*])([*])CCCC1([*])[*],36
[*]C1=NN([*])C(=[*])CC1,38
[*]C1C=CC([*])C([*])C1[*],36
[*]=C1NC(=[*])C(=[*])C(=[*])C(=[*])C1=[*],43
[*]C12CC[N+]([*])(CC1)CC2,49
[*]C1C([*])C1([*])[*],18
[*]=C1OCCOCCOCCOC1=[*],80
[*]c1nonc1[*],34
[*]C1=CC([*])=C([*])OC1=[*],38
[*]=C1CCCCCCC1=[*],48
[*]C1=C([*])OCC(=[*])NC1,45
[*]C1=C([*])OC([*])CN1,39
[*]N1N=CSC1=[*],42
[*]C1=NC([*])([*])C([*])=C([*])O1,39
[*]N1C2C=CC(C2)N1[*],44
[*]C1C(=[*])C(=[*])C=C[NH+]1[*],37
[*]C1CONC1=[*],33
[*]C1OC([*])([*])C([*])C1[*],32
[*]C1=C([*])OCCCO1,46
[*]N1CCC[NH+]([*])CC1=[*],44
[*]C1CS(=[*])(=[*])CC([*])N1,47
[*]C1=NN=C([*])C1,32
[*]C1N=COC1[*],33
[*]C1CSCC[NH+]1[*],47
[*]C1C([*])[N+](=[*])C(=[*])C(=[*])[N+]1=[*],38
[*]c1cc([*])[n+]([*])s1,41
[*][NH+]1CCNC(=[*])C1,38
[*]C1CCC([*])N([*])C1,37
[*]C1NC(=[*])NC(=[*])C1[*],38
[*]C1CC(=[*])CC([*])([*])[NH+]1[*],37
[*]c1cnc([*])nc1,38
[*]C1CC(=[*])C(=[*])C(=[*])S1,46
[*]C1CC(=[*])C([*])([*])CC1[*],36
[*]C1=NN([*])C(=[*])C1([*])[*],32
[*]C1=NN=CC(=[*])N1[*],39
[*]C1=CCC([*])([*])C=C1,36
[*]C1CNC(=[*])C1,31
[*]C1C(=[*])C(=[*])NC([*])([*])C1[*],37
[*]C1=C([*])CS(=[*])(=[*])CC1,46
[*]N1C(=[*])N([*])C([*])([*])C1=[*],32
[*][NH+]1CCC(=[*])C1,31
[*]c1coc([*])c1[*],32
[*]C1N([*])C(=[*])N([*])N1[*],33
[*]C1([*])NC(=[*])NC1([*])[*],32
[*]C1=CSC(=[*])N1,41
[*]C1CC[NH2+]C([*])S1,47
[*]N1CCSC1=[*],41
[*]C1([*])CCSCC1([*])[*],46
[*]C1CS(=[*])C([*])C([*])N1,47
[*]N1C(=[*])NC(=[*])C([*])([*])C1=[*],38
[*]C1OCCN([*])C1=[*],39
[*]c1cnon1,34
[*]C1=C([*])C([*])C([*])C1[*],30
[*]C1C=NC(=[*])C1=[*],31
[*][NH+]1CCCNC([*])([*])C1,44
[*]C1=C([*])C([*])CC(=[*])O1,38
[*]C1CCNC(=[*])C(=[*])[NH2+]1,44
[*]N1C(=[*])C([*])([*])NC(=[*])C1([*])[*],38
[*]C1C(=[*])N([*])C(=[*])C(=[*])C(=[*])N1[*],44
[*]C1=CSCCO1,48
[*]C1NC(=[*])C(=[*])NC(=[*])C1[*],44
[*]C1=[N+]([*])C([*])([*])[N+]([*])=C1[*],32
[*]C1=CNN([*])C1,32
[*]C[N+]([*])=[*],13
[*]C1CC([*])N([*])CC1[*],37
[*]C1=[NH+]C(=[*])CC([*])=C1[*],37
[*]N1C(=[*])C(=[*])C(=[*])N([*])C1([*])[*],38
[*]C1=CC(=[*])C(=[*])CC([*])C1([*])[*],42
[*]N1CCC2CCC(C1)[NH2+]2,56
[*]N1CCCCCC1=[*],43
[*]c1[nH+]ccn1[*],32
[*]C1=CNC(=[*])CC1[*],37
[*]C1=CCC([*])C([*])CC1[*],42
[*]c1n[nH]c(=[*])c1=[*],32
[*]C1CN([*])C(=[*])C(=[*])N([*])C1=[*],44
[*]C1=CC([*])C([*])CC1,36
[*]C1=[NH+]C([*])C([*])N([*])C([*])=C1[*],44
[*]C1CC1,18
[*]C1=CCOCC1[*],38
[*]C1C(=[*])C(=[*])OC(=[*])N1[*],39
[*]c1ncnc(=[*])c1=[*],38
[*]OC([*])([*])[*],14
[*]C1=CN([*])C[NH2+]C1[*],38
[*]C1=C([*])C(=[*])NCCN1,44
[*]=[N+]1CCCCC1,37
[*]C1([*])CC(=[*])C(=[*])CS1,46
[*]c1nc([*])c([*])c([*])c1[*],37
[*]C1C(=[*])C(=[*])CC(=[*])C1=[*],36
[*]c1cc[n+]([*])c([*])c1[*],37
[*]C1=C([*])C(=[*])N([*])CC1,37
[*]C1=C([*])C2CC([*])(O1)C1OCC2O1,72
[*]C1=C([*])C([*])CC(=[*])NC1,43
[*]=C1CNC(=[*])C(=[*])N1,38
[*]c1cn([*])c([*])c1[*],31
[*]C1=[NH+]C([*])[NH+]=C1[*],32
[*]C1OCOC1([*])[*],34
[*]=NC#[*],13
[*]N1CCCCC(=[*])C1=[*],43
[*]N1CSC(=[*])N([*])C1,48
[*]C1CC(=[*])NC(=[*])C(=[*])S1,53
[*]C1CC=CCC1,36
[*]C1=C([*])CC([*])([*])SC1,46
[*][NH2+]C([*])[*],13
[*]C1CCC[NH+]1[*],31
[*]c1oc([*])c([*])c1[*],32
[*]C1=C([*])C([*])([*])N([*])C1=[*],31
[*]=C1NCCN1,32
[*]C1NC(=[*])N([*])N1[*],33
[*]C1=NNC([*])([*])S1,42
[*]=c1cc[nH]c1=[*],31
[*]C1CCCC([*])([*])C1=[*],36
[*]C1=C([*])C([*])[NH+]=N1,32
[*]C1N=NC(=[*])C([*])N1[*],39
[*][N+]1([*])CC(=[*])C(=[*])C(=[*])C1,37
[*]c1ncccn1,38
[*]C1C=CC(=[*])C1([*])[*],30
[*]C1=CN([*])C(=[*])C([*])O1,39
[*]C1=CCC([*])([*])C(=[*])C1[*],36
[*]C1CC(=[*])C1[*],24
[*]C1CC([*])C([*])([*])CC1=[*],36
[*]c1c([*])c(=[*])sc1=[*],40
[*]C1=[NH+]CC([*])CS1,47
[*]=C1CS(=[*])(=[*])C(=[*])C(=[*])C1=[*],46
[*]C1CN([*])CC1([*])[*],31
[*]C1C2CCC([*])(C1[*])C2[*],42
[*]c1ccc([*])[nH]1,31
[*]C1([*])CNC(=[*])CO1,39
[*]C1=NC(=[*])C(=[*])S(=[*])(=[*])N1,48
[*]C1C2CCC(C2=[*])C1[*],42
[*]c1csc([*])[n+]1[*],41
[*]C1=CN=CNC1=[*],38
[*]C1N[PH]([*])([*])OC1=[*],42
[*]c1ncc(=[*])c(=[*])n1,38
[*]c1cnsc1,41
[*][NH+]1CCCC1,31
[*]C1=NC([*])([*])C=CN1[*],38
[*]C1OCC(=[*])NC1=[*],39
[*]c1ccsc1,40
[*]c1nnc([*])s1,42
[*]C1C[NH2+]CCC1([*])[*],37
[*]C1C(=[*])C=NN1[*],32
[*]C1=CC=CC([*])([*])C1[*],36
[*]C1=NC(=[*])N=C1[*],32
[*]C1CCC2CCC1C2=[*],48
[*]N([*])Br,42
[*]C1NC(=[*])N([*])C([*])([*])C1[*],38
[*]C1CC([*])([*])C([*])([*])C[NH2+]1,37
[*][NH+]1CNC(=[*])NC1,39
[*]C1CC([*])CC([*])([*])C1,36
[*]C1CCCCCCC1,48
[*]C1CC([*])([*])C2([*])OC1([*])OC2([*])[*],52
[*]C1CCC(=[*])C(=[*])N1,37
[*]C1=NN([*])C([*])C1[*],32
[*]C1=CC(=[*])C([*])N([*])C1=[*],37
[*]N1C(=[*])C(=[*])C(=[*])NC1([*])[*],38
[*]C1N2CC3([*])C[NH+]1CC([*])(C2)C3=[*],62
[*]C1NNSC1[*],42
[*]=C1CCCC(=[*])C(=[*])C1=[*],42
[*]C1=NC(=[*])C(=[*])NC1=[*],38
[*]C1=NC([*])N([*])C1[*],32
[*]N1CCCCS1(=[*])=[*],47
[*]C1C=CC(=[*])C([*])([*])O1,38
[*][NH+]1CCSC([*])([*])C1,47
[*]N1N=NNC1=[*],34
[*]C1=CC([*])=NC(=[*])C1[*],37
[*]C1NC([*])N([*])C1=[*],32
[*]C1OC[N+]([*])([*])C1[*],33
[*]N1CC(=[*])C(=[*])C(=[*])C1,37
[*]C1=CCCN([*])C1,37
[*]=C1[N-]CCS1,41
[*]C1C(=[*])C(=[*])N([*])C1[*],31
[*]c1nn[n-]n1,34
[*]C1=C([*])N([*])C(=[*])N1,32
[*]c1ccc([*])[n+]([*])c1[*],37
[*]C1=CC=CCC1=[*],36
[*]C1=C([*])C([*])C([*])=C([*])[NH2+]1,37
[*]c1ccncn1,38
[*]C1C2C=CC([*])(O2)C1[*],44
[*]C1([*])CC(=[*])C([*])([*])C(=[*])C1,36
[*]C1C([*])S(=[*])CCN1[*],47
[*]C1=NN([*])C(=[*])N([*])C1=[*],39
[*]=c1sc(=[*])c(=[*])c1=[*],40
[*]C1=CC([*])N=C([*])N1,38
[*]C1=CNN([*])C1[*],32
[*]C1NC([*])C([*])C1[*],31
[*]C1=C([*])NC(=[*])NC1,38
[*]N1C=CC=CC1=[*],37
[*]c1cc(=[*])c(=[*])s1,40
[*]C1NC(=[*])CS1,41
[*]N1N=CC(=[*])N([*])C1=[*],39
[*]C1=C([*])C([*])CNC1,37
[*]N1C(=[*])COC(=[*])C(=[*])C1=[*],45
[*]c1c[nH]nc1[*],32
[*]C1=C([*])N([*])C(=[*])N([*])C1[*],38
[*]C1CC2C(=[*])C(=[*])C(=[*])C1N2[*],49
[*]C1CC[N+]([*])([*])CC1[*],37
[*]C1CC([*])C([*])([*])C([*])C1([*])[*],36
[*]C1C([*])C([*])S(=[*])(=[*])C1[*],40
[*]C1=CC([*])NC(=[*])C1=[*],37
[*]C1=NC(=[*])C=NN1,39
[*][NH+]1CCSCC1,47
[*]C1=C([*])OCCO1,40
[*]C1OCCN([*])C(=[*])C([*])C1=[*],51
